TimeStamp,Value,ID
6565.7499172222,0.0021094559459576,USLAB000024
6565.74986166669,0.000676601057283551,USLAB000027
6565.74991749995,3.59457805260563,USLAB000007
6565.74986166669,-0.0343873277306557,USLAB000021
6565.74986166669,0.00661709439009428,USLAB000019
6565.7499172222,0.0570109890672611,USLAB000022
6565.74986166669,-0.0609643645584583,USLAB000020
6565.74991749995,-1.37389361658001,USLAB000006
6565.74986166669,0.997525453567505,USLAB000018
6565.74972222222,1380116717,USLAB000084
6565.74972222222,0,USLAB000085
6565.74974916663,0.09765625,USLAB000085
6565.74977749997,0.19921875,USLAB000085
6565.74980444445,0.296875,USLAB000085
