TimeStamp,Value,ID
6568.11236166669,-0.0613503195345402,USLAB000020
6568.11236166669,0.00575310131534934,USLAB000019
6568.11263944447,-0.0343753695487976,USLAB000021
6568.11263944447,0.997507333755493,USLAB000018
6568.11263944447,0.00575212249532342,USLAB000019
6568.11263944447,-0.0613541193306446,USLAB000020
6568.11291722225,-0.03437440097332,USLAB000021
6568.11291722225,-0.0613521188497543,USLAB000020
6568.11291722225,0.997507512569427,USLAB000018
6568.11291722225,0.00575257558375597,USLAB000019
6568.11319500003,0.997507870197296,USLAB000018
6568.11319500003,0.00575308781117201,USLAB000019
6568.11319500003,-0.0343742370605469,USLAB000021
6568.11319500003,-0.0613464117050171,USLAB000020
6568.1134727778,0.00575310736894608,USLAB000019
6568.1134727778,-0.0613463670015335,USLAB000020
6568.1134727778,-0.0343732573091984,USLAB000021
6568.11375055558,0.997507512569427,USLAB000018
6568.11375055558,0.00575330900028348,USLAB000019
6568.11375055558,-0.0343725420534611,USLAB000021
6568.11375055558,-0.0613525360822678,USLAB000020
6568.11402833336,0.997507333755493,USLAB000018
6568.11402833336,0.00575242144986987,USLAB000019
6568.11402833336,-0.0343714132905006,USLAB000021
6568.11402833336,-0.0613566040992737,USLAB000020
6568.11430611114,-0.0343723148107529,USLAB000021
6568.11430611114,0.00575273670256138,USLAB000019
6568.11430611114,-0.0613523460924625,USLAB000020
6568.11430611114,0.997507572174072,USLAB000018
6568.11458388892,0.00575361913070083,USLAB000019
6568.11458388892,0.997507631778717,USLAB000018
6568.11458388892,-0.0343734622001648,USLAB000021
6568.11458388892,-0.0613507218658924,USLAB000020
6568.11486166669,0.00575093971565366,USLAB000019
6568.11486166669,-0.0343718193471432,USLAB000021
6568.11486166669,-0.0613517798483372,USLAB000020
6568.11513944447,0.00575036508962512,USLAB000019
6568.11513944447,0.997507452964783,USLAB000018
6568.11513944447,-0.0343729704618454,USLAB000021
6568.11513944447,-0.0613540336489677,USLAB000020
6568.11541722225,0.00575058488175273,USLAB000019
6568.11541722225,-0.0343729518353939,USLAB000021
6568.11541722225,0.997507274150848,USLAB000018
6568.11541722225,-0.0613564848899841,USLAB000020
6568.11569500003,0.0057519543915987,USLAB000019
6568.11569500003,0.997507393360138,USLAB000018
